1.E+00;0.1;43;-5.465882812;-0.739852844;8.620162715
1.E+00;0.2;90;-5.465882812;-0.739852844;8.620162715
1.E+00;0.3;143;-5.465882812;-0.739852844;8.620162715
1.E+00;0.4;205;-5.465882812;-0.739852844;8.620162715
1.E+00;0.5;277;5.147774634;-0.356754828;9.187990834
1.E+00;0.6;367;5.147774634;-0.356754828;9.187990834
1.E+00;0.7;481;5.147774634;-0.356754828;9.187990834
1.E-01;0.1;4215;-5.036294555;-1.09287757;10.72981126
1.E-01;0.2;8926;-5.036294555;-1.09287757;10.72981126
1.E-01;0.3;14267;-5.036294555;-1.09287757;10.72981126
1.E-01;0.4;20433;-5.036294555;-1.09287757;10.72981126
1.E-01;0.5;27726;-5.036294555;-1.09287757;10.72981126
1.E-01;0.6;36652;-5.036294555;-1.09287757;10.72981126
1.E-01;0.7;48159;-5.020459462;-0.94959298;10.78804053
1.E-02;0.1;421443;-5.018647457;-1.010543988;10.81671623
1.E-02;0.2;892575;-5.018647457;-1.010543988;10.81671623
1.E-02;0.3;1426700;-5.018647457;-1.010543988;10.81671623
1.E-02;0.4;2043303;-5.004987569;-1.01758364;10.81736266
1.E-02;0.5;2772589;-5.004987569;-1.01758364;10.81736266
1.E-02;0.6;3665163;-5.007892891;-1.003629447;10.81927924
1.E-02;0.7;4815891;-5.007892891;-1.003629447;10.81927924
